coordinate_system,x_nm,material,phi_tilde_with,phi_tilde_no,phi_RP_with_V,phi_RP_no_V,c_R1_with,c_O2_with,c_R1_no,c_O2_no,eta_with_V,eta_no_V,current_density_with_A_per_m2,current_density_no_A_per_m2,sigma_with_C_per_m2
independent_Au_half_space,0.0825,Au,-8.154076289311629,0.0,-0.2093829206639622,0.0,0.00028756078634452754,3477.525613669371,1.0,1.0,0.7342933534508544,0.3669999999999999,0.0863011562537129,0.23512070815744804,-0.047853323274572784
independent_Au_half_space,0.085,Au,-8.154076289311629,0.0,-0.2093829206639622,0.0,0.00028756078634452754,3477.525613669371,1.0,1.0,0.7342933534508544,0.3669999999999999,0.0863011562537129,0.23512070815744804,-0.047853323274572784
independent_Au_half_space,0.08750000000000001,Au,-8.154076289311629,0.0,-0.2093829206639622,0.0,0.00028756078634452754,3477.525613669371,1.0,1.0,0.7342933534508544,0.3669999999999999,0.0863011562537129,0.23512070815744804,-0.047853323274572784
independent_Au_half_space,0.09,Au,-8.154076289311629,0.0,-0.2093829206639622,0.0,0.00028756078634452754,3477.525613669371,1.0,1.0,0.7342933534508544,0.3669999999999999,0.0863011562537129,0.23512070815744804,-0.047853323274572784
independent_Au_half_space,0.0925,Au,-8.154076289311629,0.0,-0.2093829206639622,0.0,0.00028756078634452754,3477.525613669371,1.0,1.0,0.7342933534508544,0.3669999999999999,0.0863011562537129,0.23512070815744804,-0.047853323274572784
independent_Au_half_space,0.095,Au,-8.154076289311629,0.0,-0.2093829206639622,0.0,0.00028756078634452754,3477.525613669371,1.0,1.0,0.7342933534508544,0.3669999999999999,0.0863011562537129,0.23512070815744804,-0.047853323274572784
independent_Au_half_space,0.0975,Au,-8.154076289311629,0.0,-0.2093829206639622,0.0,0.00028756078634452754,3477.525613669371,1.0,1.0,0.7342933534508544,0.3669999999999999,0.0863011562537129,0.23512070815744804,-0.047853323274572784
independent_Au_half_space,0.1,Au,-8.154076289311629,0.0,-0.2093829206639622,0.0,0.00028756078634452754,3477.525613669371,1.0,1.0,0.7342933534508544,0.3669999999999999,0.0863011562537129,0.23512070815744804,-0.047853323274572784
independent_Au_half_space,0.10250000000000001,Au,-8.154076289311629,0.0,-0.2093829206639622,0.0,0.00028756078634452754,3477.525613669371,1.0,1.0,0.7342933534508544,0.3669999999999999,0.0863011562537129,0.23512070815744804,-0.047853323274572784
independent_Au_half_space,0.105,Au,-8.154076289311629,0.0,-0.2093829206639622,0.0,0.00028756078634452754,3477.525613669371,1.0,1.0,0.7342933534508544,0.3669999999999999,0.0863011562537129,0.23512070815744804,-0.047853323274572784
