run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_span,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,i_mix_avg_A_per_m2,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,residual_avg_A_per_m2,converged,method,iterations,out_of_plane_width_m,reactive_length_m,reactive_area_m2,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,scan_param,scan_value,scan_value_M,pzc_Au_V,pzc_Pd_V,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,9.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.48320197941995013,0.0529455782850029,0.0529455782850029,1.6101903982473903e-10,1.6101903982473903e-12,0.0032203807964947804,-1.4883927423881005e-14,-1.4883927423881005e-14,-4.526526634034836e-23,-4.526526634034836e-25,-9.053053268069671e-16,True,brentq,19,0.01,5e-08,5e-10,0.4626723517294404,-0.42695637470519,0.6302339699758691,-0.49003034676491153,8.126152997182999,False,2.0,0.1,0.715746999968504,0.0001852573885166257,1.8525738851662561e-06,with_edl_FULL,0.01,pH,9.0,,,,,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,9.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.28962049995275696,0.06112000109678338,0.06112000109678338,1.8587924071232036e-10,1.858792407123204e-12,0.0037175848142464076,2.248201624865942e-15,2.248201624865942e-15,6.837270999661011e-24,6.837270999661012e-26,1.3674541999322022e-16,True,brentq,17,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,2.0,0.1,0.715746999968504,0.0001852573885166257,1.8525738851662561e-06,without_edl,0.01,pH,9.0,,,,,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,10.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.42580706401097473,0.010380593701963382,0.010380593701963382,3.156964726503573e-11,3.156964726503573e-13,0.0006313929453007146,-6.971940386124587e-13,-6.971940386124587e-13,-2.120318982344721e-21,-2.120318982344721e-23,-4.240637964689442e-14,True,brentq,16,0.01,5e-08,5e-10,0.4626723517294404,-0.42695637470519,0.6302339699758691,-0.49003034676491153,9.169838888270725,False,3.0,0.1,0.6566204999527561,0.0001852573885166257,1.8525738851662557e-07,with_edl_FULL,0.01,pH,10.0,,,,,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,10.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.20093074992913482,0.010868843949196592,0.010868843949196592,3.305452265123869e-11,3.305452265123869e-13,0.0006610904530247738,3.157196726277789e-16,3.157196726277789e-16,9.601723163104197e-25,9.601723163104197e-27,1.9203446326208393e-17,True,brentq,17,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,3.0,0.1,0.6566204999527561,0.0001852573885166257,1.8525738851662557e-07,without_edl,0.01,pH,10.0,,,,,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,11.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.3684085408723157,0.0020358080257159906,0.0020358080257159906,6.19133578641332e-12,6.19133578641332e-14,0.0001238267157282664,-3.430476389065795e-13,-3.430476389065795e-13,-1.0432826162279812e-21,-1.0432826162279813e-23,-2.0865652324559623e-14,True,brentq,15,0.01,5e-08,5e-10,0.4626723517294404,-0.42695637470519,0.6302339699758691,-0.49003034676491153,10.213590383367848,False,4.0,0.1,0.597493999937008,0.0001852573885166257,1.8525738851662554e-08,with_edl_FULL,0.01,pH,11.0,,,,,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,11.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.1122409999054781,0.0019327841405769356,0.0019327841405769356,5.878017703932318e-12,5.878017703932318e-14,0.00011756035407864635,-2.557849765327802e-15,-2.557849765327802e-15,-7.778978463734692e-24,-7.778978463734691e-26,-1.5557956927469383e-16,True,brentq,17,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,4.0,0.1,0.597493999937008,0.0001852573885166257,1.8525738851662554e-08,without_edl,0.01,pH,11.0,,,,,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,12.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.3110059337490054,0.00039936975697601047,0.00039936975697601047,1.214570449248103e-12,1.214570449248103e-14,2.429140898496206e-05,-1.7752943212712147e-14,-1.7752943212712147e-14,-5.399056848121591e-23,-5.399056848121591e-25,-1.0798113696243182e-15,True,brentq,18,0.01,5e-08,5e-10,0.4626723517294404,-0.42695637470519,0.6302339699758691,-0.49003034676491153,11.630779387195808,False,5.0,0.1,0.53836749992126,0.0001852573885166257,1.8525738851662534e-09,with_edl_FULL,0.01,pH,12.0,,,,,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,12.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.023551249898556573,0.0003437030242355413,0.0003437030242355413,1.0452757858146197e-12,1.0452757858146197e-14,2.090551571629239e-05,2.2308083115138433e-13,2.2308083115138433e-13,6.7843741439453175e-22,6.784374143945318e-24,1.3568748287890635e-14,True,brentq,15,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,5.0,0.1,0.53836749992126,0.0001852573885166257,1.8525738851662534e-09,without_edl,0.01,pH,12.0,,,,,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,13.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.25359877285275473,7.836807627517894e-05,7.836807627517894e-05,2.3833439549597947e-13,2.3833439549597948e-15,4.7666879099195895e-06,3.183496760476856e-14,3.183496760476856e-14,9.681707297592178e-23,9.681707297592179e-25,1.9363414595184355e-15,True,brentq,16,0.01,5e-08,5e-10,0.4626723517294404,-0.42695637470519,0.6302339699758691,-0.49003034676491153,13.05391529346234,False,6.0,0.1,0.47924099990551206,0.0001852573885166257,1.8525738851662545e-10,with_edl_FULL,0.01,pH,13.0,,,,,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,13.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,-0.06513850014172991,6.112000109678458e-05,6.112000109678458e-05,1.85879240712324e-13,1.85879240712324e-15,3.7175848142464798e-06,4.621411760219463e-18,4.621411760219463e-18,1.4054720117696304e-26,1.4054720117696304e-28,2.8109440235392603e-19,True,brentq,15,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,6.0,0.1,0.47924099990551206,0.0001852573885166257,1.8525738851662545e-10,without_edl,0.01,pH,13.0,,,,,,,
ofat_compare:pH:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,14.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.19618659328158522,1.5382648696266763e-05,1.5382648696266763e-05,4.678198639556161e-14,4.678198639556161e-16,9.356397279112321e-07,-1.5565822827738607e-15,-1.5565822827738607e-15,-4.7339058840999066e-24,-4.7339058840999066e-26,-9.467811768199812e-17,True,brentq,18,0.01,5e-08,5e-10,0.4626723517294404,-0.42695637470519,0.6302339699758691,-0.49003034676491153,14.47717561376307,False,7.0,0.1,0.42011449988976407,0.0001852573885166257,1.852573885166256e-11,with_edl_FULL,0.01,pH,14.0,,,,,,,
ofat_compare:pH:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,14.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,-0.15382825016535387,1.0868843949196421e-05,1.0868843949196421e-05,3.305452265123817e-14,3.3054522651238173e-16,6.610904530247634e-07,-2.202285662861181e-20,-2.202285662861181e-20,-6.697630554620673e-29,-6.697630554620674e-31,-1.3395261109241347e-21,True,brentq,14,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,7.0,0.1,0.42011449988976407,0.0001852573885166257,1.852573885166256e-11,without_edl,0.01,pH,14.0,,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,8.751029451499736,4.375514725749868,17.502058902999472,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6430397395213094,0.07191493923285693,0.07191493923285693,2.1870899968258683e-09,2.1870899968258683e-11,0.04374179993651736,5.273559366969494e-16,5.273559366969494e-16,1.6038043085624593e-23,1.6038043085624594e-25,3.2076086171249185e-16,True,brentq,20,0.01,5e-08,5e-10,0.8949785408942071,-0.8103253076207737,0.9412180957638127,-0.7298606572241285,9.770652884843798,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.0001,C_tot,0.1,0.0001,,,,,,
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,8.751029451499736,4.375514725749868,17.502058902999472,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,0.19327841405782192,0.19327841405782192,5.878017703936222e-09,5.878017703936222e-11,0.11756035407872444,6.938893903907228e-16,6.938893903907228e-16,2.1102688270558674e-23,2.1102688270558675e-25,4.2205376541117347e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.0001,C_tot,0.1,0.0001,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.19573417814876606,2.173773064689992e-08,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,6.254978368591371,3.1274891842956856,12.509956737182742,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.640328465262543,0.10522331710228575,0.10522331710228575,2.287316124942825e-09,2.2873161249428252e-11,0.045746322498856504,-1.1087561424538706e-11,-1.1087561424538706e-11,-2.4101842377758035e-19,-2.4101842377758036e-21,-4.820368475551607e-12,True,brentq,19,0.01,5e-08,5e-10,0.8587884102857876,-0.779489785324603,0.9202353894294196,-0.713424074167931,9.545410752532277,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.00019573417814876606,C_tot,0.19573417814876606,0.00019573417814876606,,,,,,
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.19573417814876606,2.173773064689992e-08,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,6.254978368591371,3.1274891842956856,12.509956737182742,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,0.2704062259035537,0.2704062259035537,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,9.43689570931383e-16,9.43689570931383e-16,2.051366970719496e-23,2.0513669707194962e-25,4.102733941438992e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.00019573417814876606,C_tot,0.19573417814876606,0.00019573417814876606,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.3831186849557288,1.55374902726813e-08,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,4.470874496353208,2.235437248176604,8.941748992706415,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6366893750936645,0.15659797797503228,0.15659797797503228,2.4331395595086244e-09,2.4331395595086243e-11,0.048662791190172486,2.5606758380369854e-10,2.5606758380369854e-10,3.97864759249897e-18,3.97864759249897e-20,7.95729518499794e-11,True,brentq,19,0.01,5e-08,5e-10,0.8128572918788082,-0.7398642764325714,0.892715357742137,-0.6920503502988942,9.225869417099972,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.0003831186849557288,C_tot,0.3831186849557288,0.0003831186849557288,,,,,,
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.3831186849557288,1.55374902726813e-08,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,4.470874496353208,2.235437248176604,8.941748992706415,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,0.3783119152950468,0.3783119152950468,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,1.3322676295501878e-15,1.3322676295501878e-15,2.0700095334744217e-23,2.0700095334744215e-25,4.140019066948843e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.0003831186849557288,C_tot,0.3831186849557288,0.0003831186849557288,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.7498942093324559,1.1105740884138461e-08,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,3.195649542532797,1.5978247712663984,6.391299085065594,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6318819855718348,0.2376350970421238,0.2376350970421238,2.639113812726925e-09,2.6391138127269253e-11,0.052782276254538504,1.442074515356495e-10,1.442074515356495e-10,1.6015305903168784e-18,1.6015305903168785e-20,3.203061180633757e-11,True,brentq,19,0.01,5e-08,5e-10,0.7564511260278192,-0.6905877703680765,0.8572586318418761,-0.6646969849161415,8.789907532083188,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.0007498942093324559,C_tot,0.7498942093324559,0.0007498942093324559,,,,,,
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.7498942093324559,1.1105740884138461e-08,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,3.195649542532797,1.5978247712663984,6.391299085065594,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,0.5292774039354164,0.5292774039354164,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,1.887379141862766e-15,1.887379141862766e-15,2.0960743699655488e-23,2.096074369965549e-25,4.192148739931098e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.0007498942093324559,C_tot,0.7498942093324559,0.0007498942093324559,,,,,,
ofat_compare:C_tot:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,1.4677992676220697,7.938056817482417e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,2.2841562667482425,1.1420781333741212,4.568312533496485,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6256462141942453,0.36778453611069645,0.36778453611069645,2.919494544238122e-09,2.919494544238122e-11,0.058389890884762444,2.8149704789370844e-13,2.8149704789370844e-13,2.2345395601338267e-21,2.2345395601338268e-23,4.4690791202676535e-14,True,brentq,20,0.01,5e-08,5e-10,0.6898359250408408,-0.6317015109406963,0.8125878198268175,-0.6303640590425013,8.225930903027923,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.0014677992676220698,C_tot,1.4677992676220697,0.0014677992676220698,,,,,,
ofat_compare:C_tot:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,1.4677992676220697,7.938056817482417e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,2.2841562667482425,1.1420781333741212,4.568312533496485,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46699999999999997,0.7404857182416144,0.7404857182416144,5.878017703936211e-09,5.878017703936211e-11,0.11756035407872421,1.1102230246251565e-16,1.1102230246251565e-16,8.813013449551673e-25,8.813013449551674e-27,1.7626026899103346e-17,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.0014677992676220698,C_tot,1.4677992676220697,0.0014677992676220698,,,,,,
