run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_span,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,i_mix_avg_A_per_m2,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,residual_avg_A_per_m2,converged,method,iterations,out_of_plane_width_m,reactive_length_m,reactive_area_m2,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,scan_param,scan_value,scan_value_M,pzc_Au_V,pzc_Pd_V,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,6.673333333333334e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6032275537840815,38.43535866787083,38.43535866787083,1.1689030035154109e-07,1.168903003515411e-09,0.080093850523525,7.137252566735697e-09,7.137252566735697e-09,2.170594018439425e-17,2.170594018439425e-19,1.4873024736637413e-11,True,brentq,16,0.01,1.4594166666666667e-06,1.4594166666666666e-08,0.46604508199244465,-0.43304528359434946,0.6357357572006707,-0.4956641305057517,6.490136549898478,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,667.3333333333334,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,6.673333333333334e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4714006704974324,56.20826648788007,56.20826648788007,1.7094158555361615e-07,1.7094158555361616e-09,0.11713007632292549,4.767741756950272e-12,4.767741756950272e-12,1.449974152145395e-20,1.449974152145395e-22,9.935299392305566e-15,True,brentq,13,0.01,1.4594166666666667e-06,1.4594166666666666e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,667.3333333333334,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.089166666666667e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6022513321327897,39.64859769300903,39.64859769300903,1.205800245784458e-07,1.205800245784458e-09,0.08033312763387462,6.513971584354294e-10,6.513971584354294e-10,1.981040691089139e-18,1.981040691089139e-20,1.3198139181140167e-12,True,brentq,16,0.01,1.5010000000000001e-06,1.501e-08,0.4660822455199602,-0.4330959839127725,0.6357191226559546,-0.49564841813190774,6.4867008460634725,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,708.9166666666667,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.089166666666667e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46984845984088264,57.933047632593635,57.933047632593635,1.761870208255595e-07,1.7618702082555951e-09,0.11737976070989974,3.2671465532985167e-10,3.2671465532985167e-10,9.93610454393404e-19,9.93610454393404e-21,6.619656591561653e-13,True,brentq,12,0.01,1.5010000000000001e-06,1.501e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,708.9166666666667,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.505000000000001e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.601322058537312,40.83499759106797,40.83499759106797,1.2418812517195145e-07,1.2418812517195146e-09,0.08050659078728417,1.6768808563938364e-11,1.6768808563938364e-11,5.0997600582162916e-20,5.099760058216292e-22,3.305986748343985e-14,True,brentq,16,0.01,1.5425833333333334e-06,1.5425833333333334e-08,0.4661150130664238,-0.43313894135633885,0.6357061767815462,-0.49563704845759143,6.499475996869117,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,750.5,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.505000000000001e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4683847531670629,59.60794235145993,59.60794235145993,1.81280740606797e-07,1.81280740606797e-09,0.11751763207182561,-5.059095542492287e-08,-5.059095542492287e-08,-1.5385811866077356e-16,-1.5385811866077356e-18,-9.974055555773771e-11,True,brentq,9,0.01,1.5425833333333334e-06,1.5425833333333334e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,750.5,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.920833333333333e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6004406122326393,41.99174702149816,41.99174702149816,1.2770605223288683e-07,1.2770605223288685e-09,0.08061402560729311,1.893658208018678e-08,1.893658208018678e-08,5.759027217911646e-17,5.759027217911645e-19,3.635366997103616e-11,True,brentq,15,0.01,1.5841666666666666e-06,1.5841666666666668e-08,0.4661425674001569,-0.4331751379651344,0.6356939763572418,-0.4956261757395362,6.512697424637679,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,792.0833333333333,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.920833333333333e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46699999999999986,61.23704418731969,61.23704418731969,1.862351942530453e-07,1.862351942530453e-09,0.11756035407872402,-2.0605739337042905e-13,-2.0605739337042905e-13,-6.266654308825105e-22,-6.2666543088251046e-24,-3.9558049292951733e-16,True,brentq,3,0.01,1.5841666666666666e-06,1.5841666666666668e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,792.0833333333333,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.336666666666667e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5996051335261164,43.1189319221247,43.1189319221247,1.3113406711690293e-07,1.3113406711690294e-09,0.08066065945988185,-3.413020976950065e-10,-3.413020976950065e-10,-1.0379740450693277e-18,-1.0379740450693277e-20,-6.384585853109811e-13,True,brentq,16,0.01,1.62575e-06,1.6257500000000002e-08,0.4661673003375383,-0.4332079572074013,0.6356811140795611,-0.4956144907211238,6.519796801690843,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,833.6666666666666,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.336666666666667e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46568611680891936,62.82391555068574,62.82391555068574,1.9106121583088408e-07,1.910612158308841e-09,0.11752189194579982,-3.3255247444685665e-08,-3.3255247444685665e-08,-1.0113645343248891e-16,-1.0113645343248892e-18,-6.220910560202301e-11,True,brentq,9,0.01,1.62575e-06,1.6257500000000002e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,833.6666666666666,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.7525e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5988115134364791,44.21856082525644,44.21856082525644,1.344782782083881e-07,1.3447827820838811e-09,0.08065470504301567,-1.943310223850858e-08,-1.943310223850858e-08,-5.910029816686263e-17,-5.910029816686263e-19,-3.544600049991761e-11,True,brentq,16,0.01,1.6673333333333333e-06,1.6673333333333332e-08,0.46619022813329003,-0.4332386422170743,0.6356674003144375,-0.4956019089818827,6.5230588587575316,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,875.25,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.7525e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4644362013891919,64.37167974828706,64.37167974828706,1.9576830399661039e-07,1.957683039966104e-09,0.11741401679124974,-3.176126028847648e-11,-3.176126028847648e-11,-9.659291296706281e-20,-9.659291296706282e-22,-5.793257475033756e-14,True,brentq,12,0.01,1.6673333333333333e-06,1.6673333333333332e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,875.25,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.168333333333334e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5980552513957931,45.2929223724148,45.2929223724148,1.3774564576487886e-07,1.3774564576487886e-09,0.08060407417850228,-4.405364961712621e-13,-4.405364961712621e-13,-1.3397674729212292e-21,-1.3397674729212292e-23,-7.839864278078096e-16,True,brentq,17,0.01,1.7089166666666666e-06,1.7089166666666666e-08,0.4662109263905659,-0.4332667351734884,0.6356532527103177,-0.49558870332290994,6.520736203215188,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,916.8333333333334,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.168333333333334e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4632443131344692,65.8830929755672,65.8830929755672,2.0036484094111272e-07,2.003648409411127e-09,0.1172467007018751,-9.947598300641403e-14,-9.947598300641403e-14,-3.025281390467292e-22,-3.025281390467292e-24,-1.7702919337595703e-16,True,brentq,13,0.01,1.7089166666666666e-06,1.7089166666666666e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,916.8333333333334,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.584166666666665e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5973311012752401,46.34509723182937,46.34509723182937,1.4094553876970515e-07,1.4094553876970516e-09,0.08051730292471018,-3.090860900556436e-12,-3.090860900556436e-12,-9.399981463237657e-21,-9.399981463237657e-23,-5.369883726499662e-15,True,brentq,17,0.01,1.7504999999999998e-06,1.7504999999999997e-08,0.4662284808052897,-0.4332909234862825,0.6356401554416446,-0.49557623433668624,6.521131804504291,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,958.4166666666665,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,9.584166666666665e-07,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4621053024354776,67.36060218273248,67.36060218273248,2.0485826837313216e-07,2.0485826837313215e-09,0.11702843094723346,-2.383160335739376e-10,-2.383160335739376e-10,-7.247709845448069e-19,-7.24770984544807e-21,-4.140365521535602e-13,True,brentq,13,0.01,1.7504999999999998e-06,1.7504999999999997e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,958.4166666666665,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1e-06,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5966335517547311,47.37894780561301,47.37894780561301,1.440897036292672e-07,1.4408970362926721e-09,0.0804034616857106,-2.050626335403649e-11,-2.050626335403649e-11,-6.236401494920431e-20,-6.236401494920431e-22,-3.47997293369194e-14,True,brentq,17,0.01,1.7920833333333333e-06,1.7920833333333334e-08,0.4662437216374455,-0.4333112346589696,0.6356302143614837,-0.4955671986343991,6.530786571483695,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,1000.0,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1e-06,1e-08,7.920833333333333e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46101467614818914,68.8063915115853,68.8063915115853,2.092552287437903e-07,2.092552287437903e-09,0.11676646105210339,-1.1368683772161603e-13,-1.1368683772161603e-13,-3.4574644462483334e-22,-3.4574644462483335e-24,-1.9292989237377353e-16,True,brentq,14,0.01,1.7920833333333333e-06,1.7920833333333334e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,1000.0,792.0833333333333
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2e-09,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.660882420427198,6.453931104235568,6.453931104235568,1.9627810728689105e-08,1.9627810728689104e-10,0.0234876075732219,4.884981308350689e-14,4.884981308350689e-14,1.4856292542473308e-22,1.485629254247331e-24,1.777777328576782e-16,True,brentq,16,0.01,8.356666666666667e-07,8.356666666666667e-09,0.32366020312718724,-0.21614207567770238,0.635993678738509,-0.4959487548801549,3.3175979065531074,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,2.0,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2e-09,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6219092093295534,3.156854466451987,3.156854466451987,9.600682276399276e-09,9.600682276399275e-11,0.011488650510250428,-8.970602038971265e-14,-8.970602038971265e-14,-2.7281555396178257e-22,-2.7281555396178258e-24,-3.2646456397500906e-16,True,brentq,17,0.01,8.356666666666667e-07,8.356666666666667e-09,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,2.0,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.358333333333333e-08,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6458271723439781,10.431589366476246,10.431589366476246,3.1724736192214596e-08,3.1724736192214595e-10,0.03616384860896506,-4.227551642088656e-11,-4.227551642088656e-11,-1.2856905680666265e-19,-1.2856905680666266e-21,-1.4655919841169867e-13,True,brentq,18,0.01,8.772499999999999e-07,8.7725e-09,0.4607067790065436,-0.42472537936449145,0.6359982458588721,-0.4959587348108212,5.908499838871327,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,43.58333333333333,833.6666666666666
