x_nm,segment_id,material,phi_tilde_with,phi_tilde_no,phi_rp_with_V,phi_rp_no_V,c_R1_with,c_O2_with,c_R1_no,c_O2_no,eta_au_with_V,eta_pd_with_V,eta_au_no_V,eta_pd_no_V,j_au_with,j_pd_with,j_au_no,j_pd_no
0.47910662824207495,C_left,C,1.5063133761495884,0.0,0.038679585883543435,0.0,4.5100731646773164,0.2217258930147638,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.4827089337175793,C_left,C,1.5061190808554468,0.0,0.03867459670822605,0.0,4.509196963808795,0.22176897749778654,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.48631123919308356,C_left,C,1.5059104383484012,0.0,0.03866923912068949,0.0,4.508256251789173,0.22181525276056216,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.4899135446685879,C_left,C,1.5056833773775615,0.0,0.03866340857808032,0.0,4.507232718954425,0.22186562406566332,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.49351585014409227,C_left,C,1.5054397509881863,0.0,0.038657152663474144,0.0,4.506134771870904,0.22191968297140155,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.49711815561959655,C_left,C,1.5051866813248918,0.0,0.03865065426152744,0.0,4.504994550145277,0.2219758512177894,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.5007204610951009,C_left,C,1.5049340384180887,0.0,0.03864416681796736,0.0,4.5038565389882725,0.22203193892686374,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.5043227665706053,C_left,C,1.5046909453053487,0.0,0.03863792459700537,0.0,4.502761815548131,0.2220859199229635,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.5079250720461095,C_left,C,1.5044625468365869,0.0,0.03863205970970634,0.0,4.501733509080542,0.2221366498001001,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.5115273775216138,C_left,C,1.50424818643401,0.0,0.038626555296260384,0.0,4.50076861909404,0.22218427220577497,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.5151296829971183,C_left,C,1.504041636780073,0.0,0.03862125144966035,0.0,4.49983908289431,0.22223016903013273,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.5187319884726225,C_left,C,1.5038333032433524,0.0,0.0386159017959604,0.0,4.498901713149665,0.22227647185026048,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.5223342939481268,C_left,C,1.503613620261623,0.0,0.038610260707662644,0.0,4.497913489558739,0.22232530757235694,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.5259365994236312,C_left,C,1.5033764382684183,0.0,0.038604170274276435,0.0,4.496846791977753,0.22237804538592945,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
