run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,converged,method,iterations,out_of_plane_width_m,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.32857142857142857,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.408689166201492,0.14979732407365512,0.14979732407365512,4.555663016997849e-09,4.555663016997849e-09,1.5452236712398815e-10,1.5452236712398815e-10,4.699361871508365e-18,4.699361871508365e-18,True,brentq,18,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,1.76863177001988,False,with_edl_FULL,0.0001,,,alpha1,0.32857142857142857,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.32857142857142857,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.42711581195031506,0.1659393544898191,0.1659393544898191,5.04657733366491e-09,5.04657733366491e-09,9.49862410948299e-12,9.49862410948299e-12,2.8887385562814685e-19,2.8887385562814685e-19,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.32857142857142857,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.35714285714285715,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.41426842833681093,0.13261091633441144,0.13261091633441144,4.032986910352444e-09,4.032986910352444e-09,1.1708689573453057e-11,1.1708689573453057e-11,3.560867618774071e-19,3.560867618774071e-19,True,brentq,18,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,1.975581425533262,False,with_edl_FULL,0.0001,,,alpha1,0.35714285714285715,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.35714285714285715,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4363433383790755,0.14527994413740955,0.14527994413740955,4.4182796502618515e-09,4.4182796502618515e-09,1.1113332476497817e-13,1.1113332476497817e-13,3.3798065534126775e-21,3.3798065534126775e-21,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.35714285714285715,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.3857142857142857,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4199346311227271,0.11721091887161622,0.11721091887161622,3.5646394326056404e-09,3.5646394326056404e-09,1.6237011735142914e-15,1.6237011735142914e-15,4.93802905531073e-23,4.93802905531073e-23,True,brentq,17,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,2.185755940760137,False,with_edl_FULL,0.0001,,,alpha1,0.3857142857142857,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.3857142857142857,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4461065702392507,0.12621460446806604,0.12621460446806604,3.838461129635784e-09,3.838461129635784e-09,-1.1169512537101411e-10,-1.1169512537101411e-10,-3.3968921339440524e-18,-3.3968921339440524e-18,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.3857142857142857,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.41428571428571426,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.425689116625008,0.1034332365903627,0.1034332365903627,3.1456300943761335e-09,3.1456300943761335e-09,2.235102380954146e-11,2.235102380954146e-11,6.79743334474385e-19,6.79743334474385e-19,True,brentq,16,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,2.3992050964854013,False,with_edl_FULL,0.0001,,,alpha1,0.41428571428571426,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.41428571428571426,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.45645355293096807,0.10873280200659399,0.10873280200659399,3.306801425854756e-09,3.306801425854756e-09,4.0448200344656016e-13,4.0448200344656016e-13,1.2301179046674062e-20,1.2301179046674062e-20,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.41428571428571426,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.44285714285714284,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4315331563378518,0.09112671276307324,0.09112671276307324,2.7713618902243783e-09,2.7713618902243783e-09,3.8767600241129685e-13,3.8767600241129685e-13,1.1790071936761131e-20,1.1790071936761131e-20,True,brentq,16,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,2.6159760558069625,False,with_edl_FULL,0.0001,,,alpha1,0.44285714285714284,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.44285714285714284,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4674382540997701,0.09281557369943028,0.09281557369943028,2.8227238311415004e-09,2.8227238311415004e-09,-5.551115123125783e-17,-5.551115123125783e-17,-1.688215061644694e-24,-1.688215061644694e-24,True,brentq,14,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.44285714285714284,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.4714285714285714,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4374679369333299,0.08015227966076699,0.08015227966076699,2.437605467498758e-09,2.437605467498758e-09,3.6637359812630166e-15,3.6637359812630166e-15,1.114221940685498e-22,1.114221940685498e-22,True,brentq,16,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,2.8361128355446805,False,with_edl_FULL,0.0001,,,alpha1,0.4714285714285714,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.4714285714285714,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.47912150541261717,0.07843497477439444,0.07843497477439444,2.3853784840854208e-09,2.3853784840854208e-09,-2.7117988410374494e-11,-2.7117988410374494e-11,-8.247171146780614e-19,-8.247171146780614e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.4714285714285714,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.44349454423603574,0.07038215501102128,0.07038215501102128,2.140474688871362e-09,2.140474688871362e-09,3.060189601722385e-11,3.060189601722385e-11,9.306703360544132e-19,9.306703360544132e-19,True,brentq,15,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,3.0596557118175287,False,with_edl_FULL,0.0001,,,alpha1,0.5,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.5,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5285714285714286,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4496139453863678,0.06169908225613755,0.06169908225613755,1.8764035269334136e-09,1.8764035269334136e-09,8.134534712489483e-13,8.134534712489483e-13,2.473889248645864e-20,2.473889248645864e-20,True,brentq,15,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,3.2866405584323797,False,with_edl_FULL,0.0001,,,alpha1,0.5285714285714286,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5285714285714286,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.5048682969622256,0.0541242982017925,0.0541242982017925,1.6460378392182102e-09,1.6460378392182102e-09,2.498001805406602e-16,2.498001805406602e-16,7.596967777401122e-24,7.596967777401122e-24,True,brentq,17,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.5285714285714286,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5571428571428572,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4558269691940516,0.05399561254864958,0.05399561254864958,1.6421242281142285e-09,1.6421242281142285e-09,2.175343238874916e-14,2.175343238874916e-14,6.615692772820145e-22,6.615692772820145e-22,True,brentq,15,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,3.5170981181439185,False,with_edl_FULL,0.0001,,,alpha1,0.5571428571428572,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5571428571428572,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.5190991685604578,0.04408986468468378,0.04408986468468378,1.3408688520343099e-09,1.3408688520343099e-09,3.6724789875819397e-13,3.6724789875819397e-13,1.1168808794075884e-20,1.1168808794075884e-20,True,brentq,11,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.5571428571428572,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5857142857142856,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.46213428437655496,0.04717342592716222,0.04717342592716222,1.4346466681593811e-09,1.4346466681593811e-09,1.186550857568136e-15,1.186550857568136e-15,3.6085596942655335e-23,3.6085596942655335e-23,True,brentq,15,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,3.7510531954596704,False,with_edl_FULL,0.0001,,,alpha1,0.5857142857142856,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5857142857142856,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.534366897833809,0.03538317802604869,0.03538317802604869,1.0760795398311802e-09,1.0760795398311802e-09,2.0448920334814602e-14,2.0448920334814602e-14,6.218962233333641e-22,6.218962233333641e-22,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.5857142857142856,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.6142857142857143,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4685363759539915,0.04114269039409317,0.04114269039409317,1.251238860288337e-09,1.251238860288337e-09,7.147060721024445e-16,7.147060721024445e-16,2.1735768918675434e-23,2.1735768918675434e-23,True,brentq,15,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,3.988523781064247,False,with_edl_FULL,0.0001,,,alpha1,0.6142857142857143,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.6142857142857143,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.5507890867877908,0.027927403943192104,0.027927403943192104,8.493332046585987e-10,8.493332046585987e-10,-1.4682699500667695e-14,-1.4682699500667695e-14,-4.465328838050215e-22,-4.465328838050215e-22,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.6142857142857143,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.6428571428571428,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4750335197011635,0.03582145675191476,0.03582145675191476,1.089408550845978e-09,1.089408550845978e-09,-7.89703719084045e-12,-7.89703719084045e-12,-2.4016610775022227e-19,-2.4016610775022227e-19,True,brentq,16,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,4.229520104177732,False,with_edl_FULL,0.0001,,,alpha1,0.6428571428571428,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.6428571428571428,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.5685018210426165,0.021636567358049717,0.021636567358049717,6.58015157062377e-10,6.58015157062377e-10,-7.095365961440336e-14,-7.095365961440336e-14,-2.1578553891059773e-21,-2.1578553891059773e-21,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.6428571428571428,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.6714285714285715,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.48162575489970627,0.03113508768330402,0.03113508768330402,9.46885856385995e-10,9.46885856385995e-10,1.5719613111198072e-12,1.5719613111198072e-12,4.780676860221309e-20,4.780676860221309e-20,True,brentq,17,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,4.474043621860348,False,with_edl_FULL,0.0001,,,alpha1,0.6714285714285715,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.6714285714285715,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.58766344971514,0.01641645227015979,0.01641645227015979,4.992600831821553e-10,4.992600831821553e-10,-4.3250125703053754e-14,-4.3250125703053754e-14,-1.3153305599039222e-21,-1.3153305599039222e-21,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.6714285714285715,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.7,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.488312855565998,0.02701571938692556,0.02701571938692556,8.216068908420088e-10,8.216068908420088e-10,5.597397545464844e-13,5.597397545464844e-13,1.7022905547211566e-20,1.7022905547211566e-20,True,brentq,18,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,4.722085951779173,False,with_edl_FULL,0.0001,,,alpha1,0.7,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.7,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.608459332432303,0.012165878383247102,0.012165878383247102,3.699908697474508e-10,3.699908697474508e-10,-4.440892098500626e-16,-4.440892098500626e-16,-1.3505720493157552e-23,-1.3505720493157552e-23,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha1,0.7,
ofat_compare:alpha2:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.16999999999999998,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.37631200045023294,0.008336462952655025,0.008336462952655025,2.5353000262747956e-10,2.5353000262747956e-10,1.0035063058300153e-12,1.0035063058300153e-12,3.051881329032331e-20,3.051881329032331e-20,True,brentq,17,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,0.567676673053521,True,with_edl_FULL,0.0001,,,alpha2,0.16999999999999998,
ofat_compare:alpha2:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.16999999999999998,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.389354854796386,0.008957810212470187,0.008957810212470187,2.7242652664589967e-10,2.7242652664589967e-10,-5.604358990773939e-12,-5.604358990773939e-12,-1.7044076819219004e-19,-1.7044076819219004e-19,True,brentq,11,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,alpha2,0.16999999999999998,
